pl_name,hostname,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,disc_year,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_insol,pl_eqt,st_teff,st_rad,st_mass,st_logg,sy_dist
11 Com b,11 Com,1,2,1,0,0,2007.0,0,323.21,1.178,,,4914.89848585,15.464,Msini,,,4874.0,13.76,2.09,2.45,93.1846
11 UMi b,11 UMi,1,1,1,0,0,2009.0,0,516.21997,1.53,,,4684.8142,14.74,Msini,,,4213.0,29.79,2.78,1.93,125.321
14 And b,14 And,1,1,1,0,0,2008.0,0,186.76,0.775,,,1131.15130051,3.559,Msini,,,4888.0,11.55,1.78,2.55,75.4392
14 Her b,14 Her,1,1,2,0,0,2002.0,0,1773.40002,2.839,,,2828.6728223,8.9,Mass,,,5338.0,0.93,0.97,,17.9323
16 Cyg B b,16 Cyg B,1,3,1,0,0,1996.0,0,798.5,1.66,,,565.7374,1.78,Msini,,,5750.0,1.13,1.08,4.36,21.1397
17 Sco b,17 Sco,1,1,1,0,0,2020.0,0,578.38,1.45,,,1373.01871824,4.32,Msini,,,4157.0,25.92,1.22,1.7,124.953
18 Del b,18 Del,1,2,1,0,0,2008.0,0,982.85,2.476,,,2926.24614325,9.207,Msini,,,4980.0,8.8,2.1,2.87,76.222
1RXS J160929.1-210524 b,1RXS J160929.1-210524,1,1,1,0,0,2008.0,0,,330.0,,,3000.0,8.0,Mass,,1700.0,4060.0,,0.85,,139.135
24 Boo b,24 Boo,1,1,1,0,0,2018.0,0,30.33,0.194,,,280.64248338,0.883,Msini,,,4816.0,12.19,1.05,2.28,95.9863
24 Sex b,24 Sex,1,1,2,0,0,2010.0,0,452.8,1.333,,,632.46,1.99,Msini,,,5098.0,4.9,1.54,3.5,72.0691
24 Sex c,24 Sex,1,1,2,0,0,2010.0,0,883.0,2.08,,,273.32,0.86,Msini,,,5098.0,4.9,1.54,3.5,72.0691
2M0437 b,2MASS J04372171+2651014,1,1,1,0,0,2021.0,0,,118.0,,,1271.313628,4.0,Mass,,1450.0,3100.0,0.84,0.17,4.5,128.484
2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,1,2,1,0,1,2013.0,0,,84.0,,,4131.79,13.0,Mass,,,,,0.19,,
2MASS J01225093-2439505 b,2MASS J01225093-2439505,1,1,1,0,0,2013.0,0,,52.0,,,7786.5,24.5,Mass,,,3530.0,,0.4,,33.8281
2MASS J02192210-3925225 b,2MASS J02192210-3925225,1,1,1,0,0,2015.0,0,,156.0,16.14096,1.44,4417.837,13.9,Mass,,,3064.0,0.281,0.108,4.59,
2MASS J0249-0557 c,2MASS J0249-0557 A,1,2,1,0,1,2018.0,0,,,17.37392009,1.55,3616.88727166,11.38,Mass,,1723.0,,,0.046,,66.0613
2MASS J03590986+2009361 b,2MASS J03590986+2009361,1,1,1,0,0,2024.0,0,,572.0,,,5720.911326,18.0,Mass,,2369.0,,,,,117.435
2MASS J04414489+2301513 b,2MASS J04414489+2301513,1,1,1,0,0,2010.0,0,,15.0,,,2383.6,7.5,Mass,,,,,0.019,,
2MASS J11011926-7732383 b,2MASS J11011926-7732383,1,1,1,0,0,2024.0,0,,266.0,,,8899.195396,28.0,Mass,,2677.0,,,,,
2MASS J11550485-7919108 b,2MASS J11550485-7919108,1,1,1,0,0,2024.0,0,,587.0,,,6356.56814,20.0,Mass,,2506.0,,,,,100.862
2MASS J12073346-3932539 b,2MASS J12073346-3932539,1,1,1,0,0,2004.0,0,,55.0,15.69257298,1.4,1652.7077164,5.2,Mass,,1163.0,,,0.02,,64.308
2MASS J19383260+4603591 b,2MASS J19383260+4603591,1,2,3,0,1,2015.0,0,406.0,0.92,,,591.16083702,1.86,Msini,,,29564.0,0.203,0.48,5.508,396.332
2MASS J21252752-8138278 b,2MASS J21252752-8138278,1,1,1,0,0,2024.0,0,,7493.0,,,3813.940884,12.0,Mass,,1616.0,,,,,34.1154
2MASS J22362452+4751425 b,2MASS J22362452+4751425,1,1,1,0,0,2016.0,0,,230.0,,,3972.875,12.5,Mass,,,4045.0,,0.6,,69.5737
2MASS J22501512+2325342 b,2MASS J22501512+2325342,1,1,1,0,0,2018.0,0,,518.0,,,9534.85221,30.0,Mass,,1600.0,,,,,57.2309
4 UMa b,4 UMa,1,1,1,0,0,2006.0,0,270.27,0.877,,,2511.48007211,7.902,Msini,,,4415.0,18.11,1.234,1.8,73.4603
47 UMa b,47 UMa,1,1,3,0,0,1996.0,0,1078.0,2.1,,,804.08,2.53,Msini,,,5872.0,1.21334,1.06,4.29541,13.7967
47 UMa c,47 UMa,1,1,3,0,0,2001.0,0,2391.0,3.6,,,171.621,0.54,Msini,,,5872.0,1.21334,1.06,4.29541,13.7967
47 UMa d,47 UMa,1,1,3,0,0,2009.0,0,14002.0,11.6,,,521.22,1.64,Msini,,,5872.0,1.21334,1.06,4.29541,13.7967
51 Eri b,51 Eri,1,3,1,0,0,2015.0,0,9100.0,10.4,,,3464.3296363,10.9,Mass,,700.0,,,1.75,,29.7575
51 Peg b,51 Peg,1,1,1,0,0,1995.0,0,4.230785,0.0527,,,150.009,0.472,Msini,,,5758.0,1.17561,1.03,4.31038,15.4614
55 Cnc B b,55 Cnc B,1,2,7,0,0,2025.0,0,6.7994,0.044,,,3.5,0.01101223,Msini,,,3286.0,0.274,0.26,4.86,12.4773
55 Cnc B c,55 Cnc B,1,2,7,0,0,2025.0,0,33.747,0.13,,,5.3,0.01667566,Msini,,,3286.0,0.274,0.26,4.86,12.4773
55 Cnc b,55 Cnc,1,2,7,0,0,1996.0,0,14.651552,0.118,,,276.0,0.86839311,Msini,,,5198.0,0.98,1.015,4.3,12.5855
55 Cnc c,55 Cnc,1,2,7,0,0,2004.0,0,44.3936,0.247,,,56.6,0.17808352,Msini,,,5198.0,0.98,1.015,4.3,12.5855
55 Cnc d,55 Cnc,1,2,7,0,0,2002.0,0,4799.0,5.6,,,1214.10451474,3.82,Msini,,,5198.0,0.98,1.015,4.3,12.5855
55 Cnc e,55 Cnc,1,2,7,0,0,2004.0,0,0.7365474,0.01544,1.875,0.1672763,7.99,0.02513923,Mass,,,5172.0,0.943,0.905,4.43,12.5855
55 Cnc f,55 Cnc,1,2,7,0,0,2007.0,0,260.58,0.802,,,48.5,0.15259807,Msini,,,5198.0,0.98,1.015,4.3,12.5855
6 Lyn b,6 Lyn,1,1,1,0,0,2008.0,0,919.86,2.028,,,597.83523357,1.881,Msini,,,4941.0,4.94,1.32,3.16,54.6599
61 Vir b,61 Vir,1,1,3,0,0,2009.0,0,4.215,0.050201,,,5.1,0.016,Msini,,,5577.0,0.963,0.942,4.34,8.50332
61 Vir c,61 Vir,1,1,3,0,0,2009.0,0,38.021,0.2175,,,18.2,0.057,Msini,,,5577.0,0.963,0.942,4.34,8.50332
61 Vir d,61 Vir,1,1,3,0,0,2009.0,0,123.01,0.476,,,22.9,0.072,Msini,,,5577.0,0.963,0.942,4.34,8.50332
7 CMa b,7 CMa,1,1,2,0,0,2011.0,0,735.1,1.758,,,587.9855,1.85,Msin(i)/sin(i),,,4826.0,4.87,1.34,3.19,19.8101
7 CMa c,7 CMa,1,1,2,0,0,2019.0,0,996.0,2.153,,,276.5121,0.87,Msin(i)/sin(i),,,4826.0,4.87,1.34,3.19,19.8101
70 Vir b,70 Vir,1,1,1,0,0,1996.0,0,116.688,0.481,,,2357.02728,7.416,Msini,,,5495.0,1.89,1.09,3.95,17.9011
75 Cet b,75 Cet,1,2,2,0,0,2012.0,0,696.62,1.912,,,787.89662095,2.479,Msini,,,4809.0,10.38,1.92,2.69,82.9613
75 Cet c,75 Cet,1,2,2,0,0,2023.0,0,2051.62,3.929,,,289.85950718,0.912,Msini,,,4809.0,10.38,1.92,2.69,82.9613
8 UMi b,8 UMi,1,1,1,0,0,2015.0,0,93.31,0.462,,,524.41687155,1.65,Msini,,,4847.0,10.73,1.51,,162.552
81 Cet b,81 Cet,1,1,1,0,0,2008.0,0,1005.57,2.104,,,1051.05854195,3.307,Msini,,,4734.0,11.21,1.23,2.41,101.26
91 Aqr b,91 Aqr,1,3,1,0,0,2013.0,0,181.4,0.7,,,1017.0,3.2,Msini,,,4665.0,11.0,1.4,2.52,44.0304
AB Aur b,AB Aur,1,1,1,0,0,2022.0,0,,93.9,,,2860.455663,9.0,Mass,,,9770.0,,2.4,,162.127
AB Pic b,AB Pic,1,1,1,0,0,2005.0,0,,260.0,,,4290.5,13.5,Mass,,,,,,,50.0475
AF Lep b,AF Lep,1,1,1,0,0,2023.0,0,8905.0,8.996,,,1147.36054927,3.61,Mass,,,,,1.218,,26.8564
AT2021ueyL b,AT2021ueyL,1,1,1,0,0,2025.0,0,4168.69,4.01,,,425.89006538,1.34,Mass,,,3680.0,,0.49,,1040.0
AU Mic b,AU Mic,1,1,4,0,0,2020.0,0,8.463446,0.07,4.79,0.42733591,8.99,0.0282857,Mass,,554.8,3540.0,0.862,0.635,4.37,9.7221
AU Mic c,AU Mic,1,1,4,0,0,2021.0,0,18.859023,0.119,2.79,0.24890756,14.46,0.04549625,Mass,,424.7,3540.0,0.862,0.635,4.37,9.7221
AU Mic d,AU Mic,1,1,4,0,0,2023.0,0,12.73596,,,,1.053,0.00331,Mass,,,3678.0,0.744,0.51,4.404,9.7221
BD+03 2562 b,BD+03 2562,1,1,1,0,0,2017.0,0,481.9,1.3,,,2034.112,6.4,Msini,,,4095.0,32.35,1.14,1.89,1070.63
BD+05 4868 A b,BD+05 4868 A,1,2,1,0,0,2025.0,0,1.271869,0.0208,,,6.2,0.01950738,Mass,,1820.0,4596.0,0.69,0.7,4.6,43.5687
BD+14 4559 b,BD+14 4559,1,1,1,0,0,2009.0,0,268.94,0.78,,,330.5432,1.04,Msini,,,4864.0,0.86,0.49,4.26,49.352
BD+15 2375 b,BD+15 2375,1,1,1,0,0,2016.0,0,153.22,0.576,,,337.21763,1.061,Msini,,,4649.0,8.95,1.08,2.61,768.045
BD+15 2940 b,BD+15 2940,1,1,1,0,0,2013.0,0,137.48,0.539,,,352.78,1.11,Msini,,,4796.0,14.7,1.1,2.8,426.42
BD+20 2457 b,BD+20 2457,1,1,2,0,0,2009.0,0,379.63,1.45,,,6807.63,21.42,Msini,,,4137.0,49.0,2.8,1.51,1539.71
BD+20 2457 c,BD+20 2457,1,1,2,0,0,2009.0,0,621.99,2.01,,,3963.17,12.47,Msini,,,4137.0,49.0,2.8,1.51,1539.71
BD+20 274 b,BD+20 274,1,1,1,0,0,2012.0,0,578.2,1.3,,,1334.886,4.2,Msini,,,4296.0,17.3,0.8,1.99,1322.51
BD+20 594 b,BD+20 594,1,1,1,0,0,2016.0,0,41.6855,,2.57807,0.23,22.2481,0.07,Mass,,,5766.0,1.08,1.67,4.5,179.461
BD+37 3172 b,BD+37 3172,1,1,1,0,0,2023.0,0,1887.76,4.65,,,3368.9811142,10.6,Msini,,,4500.0,50.24,3.75,1.5,454.251
BD+42 2315 b,BD+42 2315,1,1,1,0,0,2023.0,0,123.05,0.54,,,174.80562385,0.55,Msini,,,4500.0,17.85,1.38,2.0,610.715
BD+45 564 b,BD+45 564,1,1,1,0,0,2021.0,0,307.88,0.83,,,432.24663352,1.36,Msini,,,5004.0,,0.81,4.22,53.622
BD+48 738 b,BD+48 738,1,1,1,0,0,2011.0,0,392.6,1.0,,,289.2253,0.91,Msini,,,4414.0,11.0,0.74,2.24,871.493
BD+48 740 b,BD+48 740,1,1,1,0,0,2018.0,0,733.0,1.7,,,540.311,1.7,Msini,,,4534.0,10.33,1.09,2.48,666.589
BD+49 828 b,BD+49 828,1,1,1,0,0,2015.0,0,2590.0,4.2,,,508.5,1.6,Msini,,,4943.0,7.6,1.52,2.85,442.042
BD+55 362 b,BD+55 362,1,1,1,0,0,2021.0,0,265.59,0.78,,,228.83645304,0.72,Msini,,,5012.0,,0.909,4.09,52.5697
BD+60 1417 b,BD+60 1417,1,1,1,0,0,2021.0,0,,1662.0,14.68376472,1.31,4767.426105,15.0,Mass,,1303.0,4993.0,0.797,1.0,4.5539,44.9543
BD+63 1405 b,BD+63 1405,1,1,1,0,0,2021.0,0,1198.48,2.06,,,1258.60049172,3.96,Msini,,,5000.0,,0.816,4.2,38.0473
BD-06 1339 c,BD-06 1339,1,1,2,0,0,2013.0,0,125.94,0.435,,,53.0,0.17,Msini,,,4324.0,,0.7,4.74,20.2695
BD-08 2823 b,BD-08 2823,1,1,2,0,0,2009.0,0,5.6,0.06,,,12.7132,0.04,Msini,,,4816.0,0.71,0.5,4.43,41.3342
BD-08 2823 c,BD-08 2823,1,1,2,0,0,2009.0,0,237.6,0.68,,,104.0,0.33,Msini,,,4746.0,,0.74,4.13,41.3342
BD-10 3166 b,BD-10 3166,1,1,1,0,0,2000.0,0,3.48777,0.04,,,187.5197,0.59,Msini,,,5393.0,0.91,1.47,4.69,84.4069
BD-11 4672 b,BD-11 4672,1,1,2,0,0,2014.0,0,1634.0,2.36,,,206.5895,0.65,Msini,,,4550.0,0.639,0.651,4.642,27.1665
BD-11 4672 c,BD-11 4672,1,1,2,0,0,2020.0,0,74.2,0.3,,,15.37,0.04835919,Msini,,,4550.0,0.639,0.651,4.642,27.1665
BD-13 2130 b,BD-13 2130,1,1,1,0,0,2007.0,0,714.29999,1.66,,,3108.3774,9.78,Msini,,,4545.0,19.17,2.12,2.2,925.214
BD-14 3065 b,BD-14 3065 A,1,3,1,0,0,2024.0,0,4.2889731,0.0656,21.59,1.926,3932.0,12.37,Mass,,2001.0,6935.0,2.35,1.41,3.85,589.423
BD-17 63 b,BD-17 63,1,1,1,0,0,2008.0,0,655.57,1.34,,,1639.99458012,5.16,Mass,,,4714.0,0.69,0.741,,34.4603
BD-210397 b,BD-210397,1,1,2,0,0,2023.0,0,1891.0,2.63,,,214.0,0.7,Msini,0.02,,4051.0,0.747,0.679,4.67,23.7324
BD-210397 c,BD-210397,1,1,2,0,0,2023.0,0,6240.0,5.9,,,1525.5763536,4.8,Mass,,,,,0.69,,23.7324
BEBOP-3 b,BEBOP-3,1,2,1,0,1,2025.0,0,547.0,1.444,,,177.34825111,0.558,Msini,,,6033.0,1.414,1.083,4.203,119.052
BEBOP-4 AB b,BEBOP-4 A,1,2,1,0,1,2025.0,0,1823.5,3.634,,,8358.8871041,26.3,Mass,,,,,1.507,,234.294
Barnard b,Barnard's star,1,1,4,0,0,2024.0,0,3.1542,0.0229,,,0.299,0.00094076,Msini,,438.0,3195.0,0.185,0.162,4.9,1.82655
Barnard c,Barnard's star,1,1,4,0,0,2025.0,0,4.1244,0.0274,,,0.335,0.00105403,Msini,,400.0,3195.0,0.185,0.162,4.9,1.82655
Barnard d,Barnard's star,1,1,4,0,0,2025.0,0,2.3402,0.0188,,,0.263,0.00082749,Msini,,483.0,3195.0,0.185,0.162,4.9,1.82655
Barnard e,Barnard's star,1,1,4,0,0,2025.0,0,6.7392,0.0381,,,0.193,0.00060725,Msini,,340.0,3195.0,0.185,0.162,4.9,1.82655
CD Cet b,CD Cet,1,1,1,0,0,2020.0,0,2.2907,0.0185,,,3.95,0.01242809,Msini,8.6,464.0,3130.0,0.175,0.161,4.93,8.60715
CD-35 2722 b,CD-35 2722,1,1,1,0,0,2011.0,0,,67.0,17.37392009,1.55,9375.9380065,29.5,Mass,,,3689.0,,,4.24,22.3896
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,1,0,0,2011.0,0,10037.5,2.6,,,3337.1,10.5,Mass,,370.0,580.5,,0.021,4.725,
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,1,1,0,0,2020.0,0,8040000.0,200.0,20.8487041,1.86,2479.0615746,7.8,Mass,,1800.0,2320.0,0.245,0.0147,3.845,
CHXR 73 b,CHXR 73,1,1,1,0,0,2006.0,0,,210.0,,,3994.486,12.569,Mass,,,,,0.35,,190.374
CI Tau c,CI Tau,1,1,1,0,0,2024.0,0,25.2,0.17,,,1144.1822652,3.6,Msini,,,,,,,157.998
COCONUTS-2 b,COCONUTS-2 A,1,1,1,0,0,2021.0,0,402000000.0,7506.0,12.57647635,1.122,2383.7130525,7.5,Mass,,493.0,3552.0,0.366,0.4,4.91,10.8864
CT Cha b,CT Cha,1,1,1,0,0,2007.0,0,,440.0,24.66,2.2,5403.0,17.0,Mass,,2600.0,,,,,190.72
CWISEP J193518.59-154620.3 b,CWISEP J193518.59-154620.3,1,1,1,0,0,2025.0,0,,2.48,,,4926.3403085,15.5,Mass,,390.0,,,0.024,,14.43
CoRoT-1 b,CoRoT-1,1,1,1,0,0,2008.0,0,1.5089557,,16.7,1.49,327.35,1.03,Mass,,1898.0,5950.0,1.11,0.95,4.25,787.909
CoRoT-10 b,CoRoT-10,1,1,1,0,0,2010.0,0,13.2406,0.1055,10.87,0.97,874.0,2.75,Mass,,600.0,5075.0,0.79,0.89,4.65,338.386
CoRoT-11 b,CoRoT-11,1,1,1,0,0,2010.0,0,2.99433,0.0436,16.03,1.43,740.51,2.33,Mass,,1657.0,6440.0,1.37,1.27,4.22,655.037
CoRoT-12 b,CoRoT-12,1,1,1,0,0,2010.0,0,2.828042,0.04016,16.14,1.44,291.438,0.917,Mass,,1442.0,5675.0,1.116,1.078,4.375,1126.37
CoRoT-13 b,CoRoT-13,1,1,1,0,0,2010.0,0,4.03519,0.051,9.92,0.885,415.704,1.308,Mass,,1700.0,5945.0,1.01,1.09,4.46,1148.93
CoRoT-14 b,CoRoT-14,1,1,1,0,0,2010.0,0,1.51214,0.027,12.22,1.09,2415.4,7.6,Mass,,1952.0,6035.0,1.21,1.13,4.35,1744.6
CoRoT-16 b,CoRoT-16,1,1,1,0,0,2011.0,0,5.35227,0.0618,13.11,1.17,170.032,0.535,Mass,,,5650.0,1.19,1.098,4.36,732.409
CoRoT-17 b,CoRoT-17,1,1,1,0,0,2011.0,0,3.7681,0.0461,11.43,1.02,772.29,2.43,Mass,,1626.0,5740.0,1.59,1.04,4.4,1176.12
CoRoT-18 b,CoRoT-18,1,1,1,0,0,2011.0,0,1.9000693,0.0295,14.68,1.31,1102.82,3.47,Mass,,1550.0,5440.0,1.0,0.95,4.4,764.889
CoRoT-19 b,CoRoT-19,1,1,1,0,0,2011.0,0,3.89713,0.0518,14.46,1.29,352.78,1.11,Mass,,2000.0,6090.0,1.65,1.21,4.07,790.663
CoRoT-2 b,CoRoT-2,1,2,1,0,0,2008.0,0,1.7429935,0.02798,16.432,1.466,1102.82,3.47,Mass,,,5625.0,0.906,0.96,,213.283
CoRoT-20 b,CoRoT-20,1,1,2,0,0,2011.0,0,9.24285,0.09,,,1366.669,4.3,Mass,,,,,1.14,,844.061
CoRoT-20 c,CoRoT-20,1,1,2,0,0,2018.0,0,1675.0,2.9,,,5403.11,17.0,Msini,,,,,1.14,,844.061
CoRoT-21 b,CoRoT-21,1,1,1,0,0,2012.0,0,2.72474,0.0417,14.5717,1.3,718.2958,2.26,Mass,,,6200.0,1.95,1.29,3.7,
CoRoT-22 b,CoRoT-22,1,1,1,0,0,2014.0,0,9.75598,0.092,4.88,0.435,12.2,0.038,Mass,,885.0,5939.0,1.136,1.099,4.361,627.158
CoRoT-23 b,CoRoT-23,1,1,1,0,0,2011.0,0,3.6313,0.048,11.77,1.05,889.9,2.8,Mass,,1660.0,5900.0,1.61,1.14,4.3,1060.97
CoRoT-24 b,CoRoT-24,1,1,2,0,0,2014.0,0,5.1134,0.056,3.7,0.33,5.7,0.018,Mass,,1070.0,4950.0,0.86,0.91,4.55,591.555
CoRoT-24 c,CoRoT-24,1,1,2,0,0,2014.0,0,11.759,0.098,5.0,0.44,28.0,0.088,Mass,,850.0,4950.0,0.86,0.91,4.55,591.555
CoRoT-25 b,CoRoT-25,1,1,1,0,0,2013.0,0,4.86069,0.0578,12.11,1.08,85.81,0.27,Mass,,1330.0,6040.0,1.19,1.09,4.31,1103.48
CoRoT-26 b,CoRoT-26,1,1,1,0,0,2013.0,0,4.20474,0.0526,14.12,1.26,165.26,0.52,Mass,,1600.0,5590.0,1.79,1.09,3.99,1045.18
CoRoT-27 b,CoRoT-27,1,1,1,0,0,2014.0,0,3.57532,0.0476,11.287,1.007,3302.11,10.39,Mass,,1500.0,5900.0,1.08,1.05,4.4,1010.28
CoRoT-28 b,CoRoT-28,1,1,1,0,0,2015.0,0,5.20851,0.0603,10.704595,0.955,153.82972,0.484,Mass,,,5150.0,1.78,1.01,3.6,766.183
CoRoT-29 b,CoRoT-29,1,1,1,0,0,2015.0,0,2.85057,0.0386,10.0881,0.9,270.1555,0.85,Mass,,,5260.0,0.9,0.97,4.3,806.507
CoRoT-3 b,CoRoT-3,1,1,1,0,0,2008.0,0,4.2568,,11.32,1.01,6883.91,21.66,Mass,,,6740.0,1.56,1.37,4.22,768.771
CoRoT-30 b,CoRoT-30,1,1,1,0,0,2020.0,0,9.06005,0.0844,11.309881,1.009,921.707,2.9,Mass,,,5650.0,0.91,0.98,4.4,1032.23
CoRoT-31 b,CoRoT-31,1,1,1,0,0,2020.0,0,4.62941,0.0586,16.36514,1.46,266.9772,0.84,Mass,,,5700.0,2.15,1.25,3.85,2005.76
CoRoT-32 b,CoRoT-32,1,1,1,0,0,2018.0,0,6.71837,0.071,6.38913,0.57,47.6745,0.15,Mass,132.26,938.0,5970.0,0.79,1.08,4.67,576.683
CoRoT-35 b,CoRoT-35,1,1,1,0,0,2022.0,0,3.22748,0.0429,18.83108758,1.68,349.6112477,1.1,Mass,,1747.0,6390.0,1.65,1.01,4.01,1123.21
CoRoT-36 b,CoRoT-36,1,1,1,0,0,2022.0,0,5.616531,0.066,15.80466279,1.41,216.12331676,0.68,Mass,,1567.0,6730.0,1.52,1.32,4.16,925.958
CoRoT-4 b,CoRoT-4,1,1,1,0,0,2008.0,0,9.20205,0.09,13.34,1.19,228.83,0.72,Mass,,1074.0,6190.0,1.17,1.16,4.41,726.412
CoRoT-5 b,CoRoT-5,1,1,1,0,0,2009.0,0,4.0378962,0.04947,15.558,1.388,148.42,0.467,Mass,,1438.0,6100.0,1.186,1.0,4.19,882.472
CoRoT-6 b,CoRoT-6,1,1,1,0,0,2009.0,0,8.886593,0.0855,13.068,1.166,940.74,2.96,Mass,,1017.0,6090.0,1.025,1.05,4.43,645.294
CoRoT-7 b,CoRoT-7,1,1,3,0,0,2009.0,0,0.85359163,,1.68135,0.15,4.07660518,0.01282637,Mass,,,5275.0,0.83,0.82,4.5,159.906
CoRoT-7 c,CoRoT-7,1,1,3,0,0,2009.0,0,3.698,0.046,,,8.4,0.02642922,Mass,,,5256.0,0.864273,0.899,4.51853,159.906
CoRoT-7 d,CoRoT-7,1,1,3,0,0,2022.0,0,8.966,,,,17.142,0.05393476,Mass,,,5250.0,,0.915,,159.906
CoRoT-8 b,CoRoT-8,1,1,1,0,0,2010.0,0,6.21229,0.063,6.39,0.57,69.92,0.22,Mass,,,5080.0,0.77,0.88,4.58,322.037
CoRoT-9 b,CoRoT-9,1,2,1,0,0,2009.0,0,95.272656,0.4021,11.948794,1.066,266.9772,0.84,Mass,,420.0,5625.0,0.96,0.96,4.54,412.98
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,1,0,0,2013.0,0,246.36,0.36,,,9057.77,28.5,Mass,,,,,0.075,,
DH Tau b,DH Tau,1,1,1,0,0,2004.0,0,,330.0,,,3496.0,11.0,Mass,,,,0.27,0.33,,134.846
DMPP-1 b,DMPP-1,1,1,4,0,0,2019.0,0,17.812,0.1423,,,16.8,0.05285871,Msini,,877.0,6196.0,1.26,1.21,,62.5388
DMPP-1 c,DMPP-1,1,1,4,0,0,2019.0,0,10.03,0.0973,,,10.94,0.03442109,Msini,,1239.0,6196.0,1.26,1.21,,62.5388
DMPP-1 d,DMPP-1,1,1,4,0,0,2019.0,0,3.1417,0.04467,,,4.72,0.01485078,Msini,,1632.0,6196.0,1.26,1.21,,62.5388
DMPP-1 e,DMPP-1,1,1,4,0,0,2019.0,0,5.516,0.0651,,,4.13,0.01299437,Msini,,1314.0,6196.0,1.26,1.21,4.41,62.5388
DMPP-2 b,DMPP-2,1,1,3,0,0,2019.0,0,5.203,0.06638,,,171.48,0.53953642,Msini,,1000.0,6500.0,1.78,1.41,,137.94
DMPP-2 c,DMPP-2,1,1,3,0,0,2026.0,0,3.168,0.04789,,,51.79,0.16294956,Msini,,,,,1.41,,137.94
DMPP-2 d,DMPP-2,1,1,3,0,0,2026.0,0,16.491,0.1432,,,91.79,0.28880364,Msini,,,,,1.41,,137.94
DMPP-3 A b,DMPP-3 A,1,2,1,0,0,2019.0,0,5.59,0.05958,,,2.67,0.00840076,Msini,,854.0,5138.0,0.91,0.9,,46.8917
DMPP-4 b,DMPP-4,1,1,1,0,0,2023.0,0,3.4982,0.04853,,,12.2,0.03838549,Msini,,,6400.0,1.38,1.25,4.24,25.3284
DMPP-6 b,DMPP-6,1,1,2,0,0,2026.0,0,7.6027,0.0779,,,5.8,0.01824884,Msini,,,,1.27,1.079,,54.6303
DMPP-6 c,DMPP-6,1,1,2,0,0,2026.0,0,36.441,0.2206,,,13.47,0.04238136,Msini,,,,1.27,1.079,,54.6303
DMPP-7 b,DMPP-7,1,1,1,0,0,2026.0,0,4.984,0.05873,,,61.39,0.19315454,Msini,,,,,1.09,4.17,101.386
DMPP-8 b,DMPP-8,1,1,1,0,0,2026.0,0,62.915,0.3098,,,81.09,0.25513767,Msini,,,,1.24,0.99,,76.1335
DMPP-9 b,DMPP-9,1,1,1,0,0,2026.0,0,12.733,0.1097,,,14.43,0.04540186,Msini,,,,1.26,1.1,,109.539
DP Leo b,DP Leo,1,2,1,0,1,2009.0,0,10220.0,8.19,,,1922.79,6.05,Msini,,,,,0.69,,305.684
DS Tuc A b,DS Tuc A,1,2,1,0,0,2019.0,0,8.138268,,5.7,0.50851994,,,,,850.0,5428.0,0.964,1.01,,44.0622
EPIC 201170410.02,EPIC 201170410,1,1,1,0,0,2020.0,0,6.7987,0.0349,1.047,0.09340708,,,,,,3648.0,0.282,0.287,4.999,
EPIC 201238110 b,EPIC 201238110,1,1,1,0,0,2019.0,0,28.1656,,1.87,0.16683023,,,,,,,,0.41,,159.259
EPIC 201427007 b,EPIC 201427007,1,1,1,0,0,2021.0,0,0.72091,,1.5,0.13382127,,,,,,5633.0,0.94,,4.4,706.391
EPIC 201497682 b,EPIC 201497682,1,1,1,0,0,2019.0,0,2.13174,,0.692,0.0617361,,,,,,,,0.78,,253.026
EPIC 201595106 b,EPIC 201595106,1,1,2,0,0,2021.0,0,0.87724,0.0177,1.565,0.13962019,7.67,0.02413252,Mass,2852.0,2038.0,5679.0,0.98,0.958,4.435,232.1
EPIC 201615463 c,K2-166,1,1,2,0,0,2019.0,0,3.80464,,1.22,0.10884111,,,,,,,,1.073,,476.882
EPIC 201754305 d,K2-16,1,1,3,0,0,2019.0,0,2.71578,,1.03,0.09189045,,,,,,,,0.67,,334.967
EPIC 201757695.02,EPIC 201757695,1,1,1,0,0,2020.0,0,2.0478,0.0296,0.90819,0.08102328,,,,,,4520.0,0.655,0.727,4.659,
EPIC 201833600 c,K2-50,1,1,2,0,0,2019.0,0,3.96151,,1.0,0.08921402,,,,,,,,0.611,,257.443
EPIC 201841433 b,EPIC 201841433,1,1,1,0,0,2019.0,0,4.1698,0.035,1.04,0.09278259,,,,,,5053.0,0.628461,0.802,4.595,436.488
EPIC 205950854 c,K2-168,1,1,2,0,0,2019.0,0,8.050722,,1.31,0.11687037,,,,,960.6,5502.7,0.83,0.877,,243.935
EPIC 206024342 b,EPIC 206024342,1,1,3,0,0,2019.0,0,4.50756,,1.7,0.15166384,,,,,,,,0.928,,369.888
