pl_name,hostname,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,disc_year,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_insol,pl_eqt,st_teff,st_rad,st_mass,st_logg,sy_dist
11 Com b,11 Com,1,2,1,0,0,2007,0,323.21000000000,1.1780000000,,,4914.89848585,15.46400000,Msini,,,4874.00,13.760000,2.090000,2.450000,93.18460000
11 UMi b,11 UMi,1,1,1,0,0,2009,0,516.21997000000,1.5300000000,,,4684.81420000,14.74000000,Msini,,,4213.00,29.790000,2.780000,1.930000,125.32100000
14 And b,14 And,1,1,1,0,0,2008,0,186.76000000000,0.7750000000,,,1131.15130051,3.55900000,Msini,,,4888.00,11.550000,1.780000,2.550000,75.43920000
14 Her b,14 Her,1,1,2,0,0,2002,0,,2.8390000000,,,2828.67282230,8.90000000,Mass,,,,,0.970000,,17.93230000
16 Cyg B b,16 Cyg B,1,3,1,0,0,1996,0,798.50000000000,1.6600000000,,,565.73740000,1.78000000,Msini,,,5750.00,1.130000,1.080000,4.360000,21.13970000
17 Sco b,17 Sco,1,1,1,0,0,2020,0,578.38000000000,1.4500000000,,,1373.01871824,4.32000000,Msini,,,4157.00,25.920000,1.220000,1.700000,124.95300000
18 Del b,18 Del,1,2,1,0,0,2008,0,982.85000000000,2.4760000000,,,2926.24614325,9.20700000,Msini,,,4980.00,8.800000,2.100000,2.870000,76.22200000
1RXS J160929.1-210524 b,1RXS J160929.1-210524,1,1,1,0,0,2008,0,,330.0000000000,,,3000.00000000,8.00000000,Mass,,1700.00,4060.00,,0.850000,,139.13500000
24 Boo b,24 Boo,1,1,1,0,0,2018,0,30.33000000000,0.1940000000,,,280.64248338,0.88300000,Msini,,,4816.00,12.190000,1.050000,2.280000,95.98630000
24 Sex b,24 Sex,1,1,2,0,0,2010,0,452.80000000000,1.3330000000,,,632.46000000,1.99000000,Msini,,,5098.00,4.900000,1.540000,3.500000,72.06910000
24 Sex c,24 Sex,1,1,2,0,0,2010,0,883.00000000000,2.0800000000,,,273.32000000,0.86000000,Msini,,,5098.00,4.900000,1.540000,3.500000,72.06910000
2M0437 b,2MASS J04372171+2651014,1,1,1,0,0,2021,0,,118.0000000000,,,1271.31362800,4.00000000,Mass,,1450.00,3100.00,0.840000,0.170000,4.500000,128.48400000
2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,1,2,1,0,1,2013,0,,84.0000000000,,,4131.79000000,13.00000000,Mass,,,,,0.190000,,
2MASS J01225093-2439505 b,2MASS J01225093-2439505,1,1,1,0,0,2013,0,,52.0000000000,,,7786.50000000,24.50000000,Mass,,,3530.00,,0.400000,,33.82810000
2MASS J02192210-3925225 b,2MASS J02192210-3925225,1,1,1,0,0,2015,0,,156.0000000000,16.14096000,1.44000000,4417.83700000,13.90000000,Mass,,,3064.00,0.281000,0.108000,4.590000,
2MASS J0249-0557 c,2MASS J0249-0557 A,1,2,1,0,1,2018,0,,,17.37392009,1.55000000,3616.88727166,11.38000000,Mass,,1723.00,,,0.046000,,66.06130000
2MASS J03590986+2009361 b,2MASS J03590986+2009361,1,1,1,0,0,2024,0,,572.0000000000,,,5720.91132600,18.00000000,Mass,,2369.00,,,,,117.43500000
2MASS J04414489+2301513 b,2MASS J04414489+2301513,1,1,1,0,0,2010,0,,15.0000000000,,,2383.60000000,7.50000000,Mass,,,,,0.019000,,
2MASS J11011926-7732383 b,2MASS J11011926-7732383,1,1,1,0,0,2024,0,,266.0000000000,,,8899.19539600,28.00000000,Mass,,2677.00,,,,,
2MASS J11550485-7919108 b,2MASS J11550485-7919108,1,1,1,0,0,2024,0,,587.0000000000,,,6356.56814000,20.00000000,Mass,,2506.00,,,,,100.86200000
2MASS J12073346-3932539 b,2MASS J12073346-3932539,1,1,1,0,0,2004,0,,,15.69257298,1.40000000,1652.70771640,5.20000000,Mass,,1163.00,,,,,64.30800000
2MASS J19383260+4603591 b,2MASS J19383260+4603591,1,2,3,0,1,2015,0,406.00000000000,,,,591.16083702,1.86000000,Msini,,,29564.00,0.203000,0.480000,5.508000,396.33200000
2MASS J21252752-8138278 b,2MASS J21252752-8138278,1,1,1,0,0,2024,0,,7493.0000000000,,,3813.94088400,12.00000000,Mass,,1616.00,,,,,34.11540000
2MASS J22362452+4751425 b,2MASS J22362452+4751425,1,1,1,0,0,2016,0,,230.0000000000,,,3972.87500000,12.50000000,Mass,,,4045.00,,0.600000,,69.57370000
2MASS J22501512+2325342 b,2MASS J22501512+2325342,1,1,1,0,0,2018,0,,518.0000000000,,,9534.85221000,30.00000000,Mass,,1600.00,,,,,57.23090000
4 UMa b,4 UMa,1,1,1,0,0,2006,0,270.27000000000,0.8770000000,,,2511.48007211,7.90200000,Msini,,,4415.00,18.110000,1.234000,1.800000,73.46030000
47 UMa b,47 UMa,1,1,3,0,0,1996,0,1078.00000000000,2.1000000000,,,804.08000000,2.53000000,Msini,,,5872.00,1.213340,1.060000,4.295410,13.79670000
47 UMa c,47 UMa,1,1,3,0,0,2001,0,2391.00000000000,3.6000000000,,,171.62100000,0.54000000,Msini,,,5872.00,1.213340,1.060000,4.295410,13.79670000
47 UMa d,47 UMa,1,1,3,0,0,2009,0,14002.00000000000,11.6000000000,,,521.22000000,1.64000000,Msini,,,5872.00,1.213340,1.060000,4.295410,13.79670000
51 Eri b,51 Eri,1,3,1,0,0,2015,0,9100.00000000000,10.4000000000,,,3464.32963630,10.90000000,Mass,,,,,1.750000,,29.75750000
51 Peg b,51 Peg,1,1,1,0,0,1995,0,4.23078500000,0.0527000000,,,150.00900000,0.47200000,Msini,,,5758.00,1.175610,1.030000,4.310380,15.46140000
55 Cnc B b,55 Cnc B,1,2,7,0,0,2025,0,6.79940000000,0.0440000000,,,3.50000000,0.01101223,Msini,,,3286.00,0.274000,0.260000,4.860000,12.47730000
55 Cnc B c,55 Cnc B,1,2,7,0,0,2025,0,33.74700000000,0.1300000000,,,5.30000000,0.01667566,Msini,,,3286.00,0.274000,0.260000,4.860000,12.47730000
55 Cnc b,55 Cnc,1,2,7,0,0,1996,0,14.65155200000,0.1180000000,,,276.00000000,0.86839311,Msini,,,5198.00,0.980000,1.015000,4.300000,12.58550000
55 Cnc c,55 Cnc,1,2,7,0,0,2004,0,44.39360000000,0.2470000000,,,56.60000000,0.17808352,Msini,,,5198.00,0.980000,1.015000,4.300000,12.58550000
55 Cnc d,55 Cnc,1,2,7,0,0,2002,0,4799.00000000000,5.6000000000,,,1214.10451474,3.82000000,Msini,,,5198.00,0.980000,1.015000,4.300000,12.58550000
55 Cnc e,55 Cnc,1,2,7,0,0,2004,0,0.73654740000,0.0154400000,1.87500000,0.16727630,7.99000000,0.02513923,Mass,,,5172.00,0.943000,0.905000,4.430000,12.58550000
55 Cnc f,55 Cnc,1,2,7,0,0,2007,0,260.58000000000,0.8020000000,,,48.50000000,0.15259807,Msini,,,5198.00,0.980000,1.015000,4.300000,12.58550000
6 Lyn b,6 Lyn,1,1,1,0,0,2008,0,919.86000000000,2.0280000000,,,597.83523357,1.88100000,Msini,,,4941.00,4.940000,1.320000,3.160000,54.65990000
61 Vir b,61 Vir,1,1,3,0,0,2009,0,4.21500000000,0.0502010000,,,5.10000000,0.01600000,Msini,,,5577.00,0.963000,0.942000,4.340000,8.50332000
61 Vir c,61 Vir,1,1,3,0,0,2009,0,38.02100000000,0.2175000000,,,18.20000000,0.05700000,Msini,,,5577.00,0.963000,0.942000,4.340000,8.50332000
61 Vir d,61 Vir,1,1,3,0,0,2009,0,123.01000000000,0.4760000000,,,22.90000000,0.07200000,Msini,,,5577.00,0.963000,0.942000,4.340000,8.50332000
7 CMa b,7 CMa,1,1,2,0,0,2011,0,735.10000000000,1.7580000000,,,587.98550000,1.85000000,Msin(i)/sin(i),,,4826.00,4.870000,1.340000,3.190000,19.81010000
7 CMa c,7 CMa,1,1,2,0,0,2019,0,996.00000000000,2.1530000000,,,276.51210000,0.87000000,Msin(i)/sin(i),,,4826.00,4.870000,1.340000,3.190000,19.81010000
70 Vir b,70 Vir,1,1,1,0,0,1996,0,116.68800000000,0.4810000000,,,2357.02728000,7.41600000,Msini,,,5495.00,1.890000,1.090000,3.950000,17.90110000
75 Cet b,75 Cet,1,2,2,0,0,2012,0,696.62000000000,1.9120000000,,,787.89662095,2.47900000,Msini,,,4809.00,10.380000,1.920000,2.690000,82.96130000
75 Cet c,75 Cet,1,2,2,0,0,2023,0,2051.62000000000,3.9290000000,,,289.85950718,0.91200000,Msini,,,4809.00,10.380000,1.920000,2.690000,82.96130000
8 UMi b,8 UMi,1,1,1,0,0,2015,0,93.31000000000,0.4620000000,,,524.41687155,1.65000000,Msini,,,4847.00,10.730000,1.510000,,162.55200000
81 Cet b,81 Cet,1,1,1,0,0,2008,0,1005.57000000000,2.1040000000,,,1051.05854195,3.30700000,Msini,,,4734.00,11.210000,1.230000,2.410000,101.26000000
91 Aqr b,91 Aqr,1,3,1,0,0,2013,0,181.40000000000,0.7000000000,,,1017.00000000,3.20000000,Msini,,,4665.00,11.000000,1.400000,2.520000,44.03040000
AB Aur b,AB Aur,1,1,1,0,0,2022,0,,93.9000000000,,,2860.45566300,9.00000000,Mass,,,9770.00,,2.400000,,162.12700000
AB Pic b,AB Pic,1,1,1,0,0,2005,0,,260.0000000000,,,4290.50000000,13.50000000,Mass,,,,,,,50.04750000
AF Lep b,AF Lep,1,1,1,0,0,2023,0,8905.00000000000,8.9960000000,,,1147.36054927,3.61000000,Mass,,,,,1.218000,,26.85640000
AT2021ueyL b,AT2021ueyL,1,1,1,0,0,2025,0,4168.69000000000,4.0100000000,,,425.89006538,1.34000000,Mass,,,3680.00,,0.490000,,1040.00000000
AU Mic b,AU Mic,1,1,4,0,0,2020,0,8.46344600000,0.0700000000,4.79000000,0.42733591,8.99000000,0.02828570,Mass,,554.80,3540.00,0.862000,0.635000,4.370000,9.72210000
AU Mic c,AU Mic,1,1,4,0,0,2021,0,18.85902300000,0.1190000000,2.79000000,0.24890756,14.46000000,0.04549625,Mass,,424.70,3540.00,0.862000,0.635000,4.370000,9.72210000
AU Mic d,AU Mic,1,1,4,0,0,2023,0,12.73596000000,,,,1.05300000,0.00331000,Mass,,,3678.00,0.744000,0.510000,4.404000,9.72210000
BD+03 2562 b,BD+03 2562,1,1,1,0,0,2017,0,481.90000000000,1.3000000000,,,2034.11200000,6.40000000,Msini,,,4095.00,32.350000,1.140000,1.890000,1070.63000000
BD+05 4868 A b,BD+05 4868 A,1,2,1,0,0,2025,0,1.27186900000,0.0208000000,,,6.20000000,0.01950738,Mass,,1820.00,4596.00,0.690000,0.700000,4.600000,43.56870000
BD+14 4559 b,BD+14 4559,1,1,1,0,0,2009,0,268.94000000000,0.7800000000,,,330.54320000,1.04000000,Msini,,,4864.00,0.860000,0.490000,4.260000,49.35200000
BD+15 2375 b,BD+15 2375,1,1,1,0,0,2016,0,153.22000000000,0.5760000000,,,337.21763000,1.06100000,Msini,,,4649.00,8.950000,1.080000,2.610000,768.04500000
BD+15 2940 b,BD+15 2940,1,1,1,0,0,2013,0,137.48000000000,0.5390000000,,,352.78000000,1.11000000,Msini,,,4796.00,14.700000,1.100000,2.800000,426.42000000
BD+20 2457 b,BD+20 2457,1,1,2,0,0,2009,0,379.63000000000,1.4500000000,,,6807.63000000,21.42000000,Msini,,,4137.00,49.000000,2.800000,1.510000,1539.71000000
BD+20 2457 c,BD+20 2457,1,1,2,0,0,2009,0,621.99000000000,2.0100000000,,,3963.17000000,12.47000000,Msini,,,4137.00,49.000000,2.800000,1.510000,1539.71000000
BD+20 274 b,BD+20 274,1,1,1,0,0,2012,0,578.20000000000,1.3000000000,,,1334.88600000,4.20000000,Msini,,,4296.00,17.300000,0.800000,1.990000,1322.51000000
BD+20 594 b,BD+20 594,1,1,1,0,0,2016,0,41.68550000000,,2.57807000,0.23000000,22.24810000,0.07000000,Mass,,,5766.00,1.080000,1.670000,4.500000,179.46100000
BD+37 3172 b,BD+37 3172,1,1,1,0,0,2023,0,1887.76000000000,4.6500000000,,,3368.98111420,10.60000000,Msini,,,4500.00,50.240000,3.750000,1.500000,454.25100000
BD+42 2315 b,BD+42 2315,1,1,1,0,0,2023,0,123.05000000000,0.5400000000,,,174.80562385,0.55000000,Msini,,,4500.00,17.850000,1.380000,2.000000,610.71500000
BD+45 564 b,BD+45 564,1,1,1,0,0,2021,0,307.88000000000,0.8300000000,,,432.24663352,1.36000000,Msini,,,5004.00,,0.810000,4.220000,53.62200000
BD+48 738 b,BD+48 738,1,1,1,0,0,2011,0,392.60000000000,1.0000000000,,,289.22530000,0.91000000,Msini,,,4414.00,11.000000,0.740000,2.240000,871.49300000
BD+48 740 b,BD+48 740,1,1,1,0,0,2018,0,733.00000000000,1.7000000000,,,540.31100000,1.70000000,Msini,,,4534.00,10.330000,1.090000,2.480000,666.58900000
BD+49 828 b,BD+49 828,1,1,1,0,0,2015,0,2590.00000000000,4.2000000000,,,508.50000000,1.60000000,Msini,,,4943.00,7.600000,1.520000,2.850000,442.04200000
BD+55 362 b,BD+55 362,1,1,1,0,0,2021,0,265.59000000000,0.7800000000,,,228.83645304,0.72000000,Msini,,,5012.00,,0.909000,4.090000,52.56970000
BD+60 1417 b,BD+60 1417,1,1,1,0,0,2021,0,,1662.0000000000,14.68376472,1.31000000,4767.42610500,15.00000000,Mass,,1303.00,4993.00,0.797000,1.000000,4.553900,44.95430000
BD+63 1405 b,BD+63 1405,1,1,1,0,0,2021,0,1198.48000000000,2.0600000000,,,1258.60049172,3.96000000,Msini,,,5000.00,,0.816000,4.200000,38.04730000
BD-06 1339 c,BD-06 1339,1,1,2,0,0,2013,0,125.94000000000,0.4350000000,,,53.00000000,0.17000000,Msini,,,4324.00,,0.700000,4.740000,20.26950000
BD-08 2823 b,BD-08 2823,1,1,2,0,0,2009,0,5.60000000000,0.0600000000,,,12.71320000,0.04000000,Msini,,,4816.00,0.710000,0.500000,4.430000,41.33420000
BD-08 2823 c,BD-08 2823,1,1,2,0,0,2009,0,237.60000000000,0.6800000000,,,104.00000000,0.33000000,Msini,,,4746.00,,0.740000,4.130000,41.33420000
BD-10 3166 b,BD-10 3166,1,1,1,0,0,2000,0,3.48777000000,0.0400000000,,,187.51970000,0.59000000,Msini,,,5393.00,0.910000,1.470000,4.690000,84.40690000
BD-11 4672 b,BD-11 4672,1,1,2,0,0,2014,0,1634.00000000000,2.3600000000,,,206.58950000,0.65000000,Msini,,,4550.00,0.639000,0.651000,4.642000,27.16650000
BD-11 4672 c,BD-11 4672,1,1,2,0,0,2020,0,74.20000000000,0.3000000000,,,15.37000000,0.04835919,Msini,,,4550.00,0.639000,0.651000,4.642000,27.16650000
BD-13 2130 b,BD-13 2130,1,1,1,0,0,2007,0,714.29999000000,1.6600000000,,,3108.37740000,9.78000000,Msini,,,4545.00,19.170000,2.120000,2.200000,925.21400000
BD-14 3065 b,BD-14 3065 A,1,3,1,0,0,2024,0,4.28897310000,0.0656000000,21.59000000,1.92600000,3932.00000000,12.37000000,Mass,,2001.00,6935.00,2.350000,1.410000,3.850000,589.42300000
BD-17 63 b,BD-17 63,1,1,1,0,0,2008,0,655.57000000000,,,,1639.99458012,5.16000000,Mass,,,,,0.741000,,34.46030000
BD-210397 b,BD-210397,1,1,2,0,0,2023,0,1891.00000000000,2.6300000000,,,214.00000000,0.70000000,Msini,0.0200,,4051.00,0.747000,0.679000,4.670000,23.73240000
BD-210397 c,BD-210397,1,1,2,0,0,2023,0,6240.00000000000,5.9000000000,,,1525.57635360,4.80000000,Mass,,,,,0.690000,,23.73240000
BEBOP-3 b,BEBOP-3,1,2,1,0,1,2025,0,547.00000000000,1.4440000000,,,177.34825111,0.55800000,Msini,,,6033.00,1.414000,1.083000,4.203000,119.05200000
BEBOP-4 AB b,BEBOP-4 A,1,2,1,0,1,2025,0,1823.50000000000,3.6340000000,,,8358.88710410,26.30000000,Mass,,,,,1.507000,,234.29400000
Barnard b,Barnard's star,1,1,4,0,0,2024,0,3.15420000000,0.0229000000,,,0.29900000,0.00094076,Msini,,438.00,3195.00,0.185000,0.162000,4.900000,1.82655000
Barnard c,Barnard's star,1,1,4,0,0,2025,0,4.12440000000,0.0274000000,,,0.33500000,0.00105403,Msini,,400.00,3195.00,0.185000,0.162000,4.900000,1.82655000
Barnard d,Barnard's star,1,1,4,0,0,2025,0,2.34020000000,0.0188000000,,,0.26300000,0.00082749,Msini,,483.00,3195.00,0.185000,0.162000,4.900000,1.82655000
Barnard e,Barnard's star,1,1,4,0,0,2025,0,6.73920000000,0.0381000000,,,0.19300000,0.00060725,Msini,,340.00,3195.00,0.185000,0.162000,4.900000,1.82655000
CD Cet b,CD Cet,1,1,1,0,0,2020,0,2.29070000000,0.0185000000,,,3.95000000,0.01242809,Msini,8.6000,464.00,3130.00,0.175000,0.161000,4.930000,8.60715000
CD-35 2722 b,CD-35 2722,1,1,1,0,0,2011,0,,67.0000000000,17.37392009,1.55000000,9375.93800650,29.50000000,Mass,,,3689.00,,,4.240000,22.38960000
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,1,0,0,2011,0,10037.50000000000,2.6000000000,,,3337.10000000,10.50000000,Mass,,370.00,580.50,,0.021000,4.725000,
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,1,1,0,0,2020,0,8040000.00000000000,200.0000000000,20.84870410,1.86000000,2479.06157460,7.80000000,Mass,,1800.00,2320.00,0.245000,0.014700,3.845000,
CHXR 73 b,CHXR 73,1,1,1,0,0,2006,0,,210.0000000000,,,3994.48600000,12.56900000,Mass,,,,,0.350000,,190.37400000
CI Tau c,CI Tau,1,1,1,0,0,2024,0,25.20000000000,0.1700000000,,,1144.18226520,3.60000000,Msini,,,,,,,157.99800000
COCONUTS-2 b,COCONUTS-2 A,1,1,1,0,0,2021,0,,,12.57647635,1.12200000,2383.71305250,7.50000000,Mass,,493.00,3552.00,0.366000,0.400000,4.910000,10.88640000
CT Cha b,CT Cha,1,1,1,0,0,2007,0,,440.0000000000,24.66000000,2.20000000,5403.00000000,17.00000000,Mass,,2600.00,,,,,190.72000000
CWISEP J193518.59-154620.3 b,CWISEP J193518.59-154620.3,1,1,1,0,0,2025,0,,2.4800000000,,,4926.34030850,15.50000000,Mass,,390.00,,,0.024000,,14.43000000
CoRoT-1 b,CoRoT-1,1,1,1,0,0,2008,0,1.50895570000,,16.70000000,1.49000000,327.35000000,1.03000000,Mass,,1898.00,5950.00,1.110000,0.950000,4.250000,787.90900000
CoRoT-10 b,CoRoT-10,1,1,1,0,0,2010,0,13.24060000000,0.1055000000,10.87000000,0.97000000,874.00000000,2.75000000,Mass,,600.00,5075.00,0.790000,0.890000,4.650000,338.38600000
CoRoT-11 b,CoRoT-11,1,1,1,0,0,2010,0,2.99433000000,0.0436000000,16.03000000,1.43000000,740.51000000,2.33000000,Mass,,1657.00,6440.00,1.370000,1.270000,4.220000,655.03700000
CoRoT-12 b,CoRoT-12,1,1,1,0,0,2010,0,2.82804200000,0.0401600000,16.14000000,1.44000000,291.43800000,0.91700000,Mass,,1442.00,5675.00,1.116000,1.078000,4.375000,1126.37000000
CoRoT-13 b,CoRoT-13,1,1,1,0,0,2010,0,4.03519000000,0.0510000000,9.92000000,0.88500000,415.70400000,1.30800000,Mass,,1700.00,5945.00,1.010000,1.090000,4.460000,1148.93000000
CoRoT-14 b,CoRoT-14,1,1,1,0,0,2010,0,1.51214000000,0.0270000000,12.22000000,1.09000000,2415.40000000,7.60000000,Mass,,1952.00,6035.00,1.210000,1.130000,4.350000,1744.60000000
CoRoT-16 b,CoRoT-16,1,1,1,0,0,2011,0,5.35227000000,0.0618000000,13.11000000,1.17000000,170.03200000,0.53500000,Mass,,,5650.00,1.190000,1.098000,4.360000,732.40900000
CoRoT-17 b,CoRoT-17,1,1,1,0,0,2011,0,3.76810000000,0.0461000000,11.43000000,1.02000000,772.29000000,2.43000000,Mass,,1626.00,5740.00,1.590000,1.040000,4.400000,1176.12000000
CoRoT-18 b,CoRoT-18,1,1,1,0,0,2011,0,1.90006930000,0.0295000000,14.68000000,1.31000000,1102.82000000,3.47000000,Mass,,1550.00,5440.00,1.000000,0.950000,4.400000,764.88900000
CoRoT-19 b,CoRoT-19,1,1,1,0,0,2011,0,3.89713000000,0.0518000000,14.46000000,1.29000000,352.78000000,1.11000000,Mass,,2000.00,6090.00,1.650000,1.210000,4.070000,790.66300000
CoRoT-2 b,CoRoT-2,1,2,1,0,0,2008,0,1.74299350000,0.0279800000,16.43200000,1.46600000,1102.82000000,3.47000000,Mass,,,5625.00,0.906000,0.960000,,213.28300000
CoRoT-20 b,CoRoT-20,1,1,2,0,0,2011,0,9.24285000000,0.0900000000,,,1366.66900000,4.30000000,Mass,,,,,1.140000,,844.06100000
CoRoT-20 c,CoRoT-20,1,1,2,0,0,2018,0,1675.00000000000,2.9000000000,,,5403.11000000,17.00000000,Msini,,,,,1.140000,,844.06100000
CoRoT-21 b,CoRoT-21,1,1,1,0,0,2012,0,2.72474000000,0.0417000000,14.57170000,1.30000000,718.29580000,2.26000000,Mass,,,6200.00,1.950000,1.290000,3.700000,
CoRoT-22 b,CoRoT-22,1,1,1,0,0,2014,0,9.75598000000,0.0920000000,4.88000000,0.43500000,12.20000000,0.03800000,Mass,,885.00,5939.00,1.136000,1.099000,4.361000,627.15800000
CoRoT-23 b,CoRoT-23,1,1,1,0,0,2011,0,3.63130000000,0.0480000000,11.77000000,1.05000000,889.90000000,2.80000000,Mass,,1660.00,5900.00,1.610000,1.140000,4.300000,1060.97000000
CoRoT-24 b,CoRoT-24,1,1,2,0,0,2014,0,5.11340000000,0.0560000000,3.70000000,0.33000000,5.70000000,0.01800000,Mass,,1070.00,4950.00,0.860000,0.910000,4.550000,591.55500000
CoRoT-24 c,CoRoT-24,1,1,2,0,0,2014,0,11.75900000000,0.0980000000,5.00000000,0.44000000,28.00000000,0.08800000,Mass,,850.00,4950.00,0.860000,0.910000,4.550000,591.55500000
CoRoT-25 b,CoRoT-25,1,1,1,0,0,2013,0,4.86069000000,0.0578000000,12.11000000,1.08000000,85.81000000,0.27000000,Mass,,1330.00,6040.00,1.190000,1.090000,4.310000,1103.48000000
CoRoT-26 b,CoRoT-26,1,1,1,0,0,2013,0,4.20474000000,0.0526000000,14.12000000,1.26000000,165.26000000,0.52000000,Mass,,1600.00,5590.00,1.790000,1.090000,3.990000,1045.18000000
CoRoT-27 b,CoRoT-27,1,1,1,0,0,2014,0,3.57532000000,0.0476000000,11.28700000,1.00700000,3302.11000000,10.39000000,Mass,,1500.00,5900.00,1.080000,1.050000,4.400000,1010.28000000
CoRoT-28 b,CoRoT-28,1,1,1,0,0,2015,0,5.20851000000,0.0603000000,10.70459500,0.95500000,153.82972000,0.48400000,Mass,,,5150.00,1.780000,1.010000,3.600000,766.18300000
CoRoT-29 b,CoRoT-29,1,1,1,0,0,2015,0,2.85057000000,0.0386000000,10.08810000,0.90000000,270.15550000,0.85000000,Mass,,,5260.00,0.900000,0.970000,4.300000,806.50700000
CoRoT-3 b,CoRoT-3,1,1,1,0,0,2008,0,4.25680000000,,11.32000000,1.01000000,6883.91000000,21.66000000,Mass,,,6740.00,1.560000,1.370000,4.220000,768.77100000
CoRoT-30 b,CoRoT-30,1,1,1,0,0,2020,0,9.06005000000,0.0844000000,11.30988100,1.00900000,921.70700000,2.90000000,Mass,,,5650.00,0.910000,0.980000,4.400000,1032.23000000
CoRoT-31 b,CoRoT-31,1,1,1,0,0,2020,0,4.62941000000,0.0586000000,16.36514000,1.46000000,266.97720000,0.84000000,Mass,,,5700.00,2.150000,1.250000,3.850000,2005.76000000
CoRoT-32 b,CoRoT-32,1,1,1,0,0,2018,0,6.71837000000,0.0710000000,6.38913000,0.57000000,47.67450000,0.15000000,Mass,132.2600,938.00,5970.00,0.790000,1.080000,4.670000,576.68300000
CoRoT-35 b,CoRoT-35,1,1,1,0,0,2022,0,3.22748000000,0.0429000000,18.83108758,1.68000000,349.61124770,1.10000000,Mass,,1747.00,6390.00,1.650000,1.010000,4.010000,1123.21000000
CoRoT-36 b,CoRoT-36,1,1,1,0,0,2022,0,5.61653100000,0.0660000000,15.80466279,1.41000000,216.12331676,0.68000000,Mass,,1567.00,6730.00,1.520000,1.320000,4.160000,925.95800000
CoRoT-4 b,CoRoT-4,1,1,1,0,0,2008,0,9.20205000000,0.0900000000,13.34000000,1.19000000,228.83000000,0.72000000,Mass,,1074.00,6190.00,1.170000,1.160000,4.410000,726.41200000
CoRoT-5 b,CoRoT-5,1,1,1,0,0,2009,0,4.03789620000,0.0494700000,15.55800000,1.38800000,148.42000000,0.46700000,Mass,,1438.00,6100.00,1.186000,1.000000,4.190000,882.47200000
CoRoT-6 b,CoRoT-6,1,1,1,0,0,2009,0,8.88659300000,0.0855000000,13.06800000,1.16600000,940.74000000,2.96000000,Mass,,1017.00,6090.00,1.025000,1.050000,4.430000,645.29400000
CoRoT-7 b,CoRoT-7,1,1,3,0,0,2009,0,0.85359163000,,1.68135000,0.15000000,4.07660518,0.01282637,Mass,,,5275.00,0.830000,0.820000,4.500000,159.90600000
CoRoT-7 c,CoRoT-7,1,1,3,0,0,2009,0,3.69800000000,0.0460000000,,,8.40000000,0.02642922,Mass,,,5256.00,0.864273,0.899000,4.518530,159.90600000
CoRoT-7 d,CoRoT-7,1,1,3,0,0,2022,0,8.96600000000,,,,17.14200000,0.05393476,Mass,,,5250.00,,0.915000,,159.90600000
CoRoT-8 b,CoRoT-8,1,1,1,0,0,2010,0,6.21229000000,0.0630000000,6.39000000,0.57000000,69.92000000,0.22000000,Mass,,,5080.00,0.770000,0.880000,4.580000,322.03700000
CoRoT-9 b,CoRoT-9,1,2,1,0,0,2009,0,95.27265600000,0.4021000000,11.94879400,1.06600000,266.97720000,0.84000000,Mass,,420.00,5625.00,0.960000,0.960000,4.540000,412.98000000
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,1,0,0,2013,0,246.36000000000,0.3600000000,,,9057.77000000,28.50000000,Mass,,,,,0.075000,,
DH Tau b,DH Tau,1,1,1,0,0,2004,0,,330.0000000000,,,3496.00000000,11.00000000,Mass,,,,0.270000,0.330000,,134.84600000
DMPP-1 b,DMPP-1,1,1,4,0,0,2019,0,17.81200000000,0.1423000000,,,16.80000000,0.05285871,Msini,,,,,1.210000,,62.53880000
DMPP-1 c,DMPP-1,1,1,4,0,0,2019,0,10.03000000000,0.0973000000,,,10.94000000,0.03442109,Msini,,,,,1.210000,,62.53880000
DMPP-1 d,DMPP-1,1,1,4,0,0,2019,0,3.14170000000,0.0446700000,,,4.72000000,0.01485078,Msini,,,,,1.210000,,62.53880000
DMPP-1 e,DMPP-1,1,1,4,0,0,2019,0,5.51600000000,0.0651000000,,,4.13000000,0.01299437,Msini,,1314.00,6196.00,1.260000,1.210000,4.410000,62.53880000
DMPP-2 b,DMPP-2,1,1,3,0,0,2019,0,5.20300000000,0.0663800000,,,171.48000000,0.53953642,Msini,,,,,1.410000,,137.94000000
DMPP-2 c,DMPP-2,1,1,3,0,0,2026,0,3.16800000000,0.0478900000,,,51.79000000,0.16294956,Msini,,,,,1.410000,,137.94000000
DMPP-2 d,DMPP-2,1,1,3,0,0,2026,0,16.49100000000,0.1432000000,,,91.79000000,0.28880364,Msini,,,,,1.410000,,137.94000000
DMPP-3 A b,DMPP-3 A,1,2,1,0,0,2019,0,5.59000000000,0.0595800000,,,2.67000000,0.00840076,Msini,,,,,0.900000,,46.89170000
DMPP-4 b,DMPP-4,1,1,1,0,0,2023,0,3.49820000000,0.0485300000,,,12.20000000,0.03838549,Msini,,,6400.00,1.380000,1.250000,4.240000,25.32840000
